id,title,vendor,product_type,status,handle
9314800664796,"70mai Sensor TPMS Externo - Sensor de Presión Neumaticos","70mai","Smart Home","active","70mai-sensor-tpms-externo"
9314530918620,"A1 GTV Projector with Official Netflix Licensed, 1080P Portable Outdoor Movie Projector, 360 ISO Lumens, 4K Supported Bluetooth Wifi Projector, 120"" Screen, Auto Focus, Dolby Digital, 16W Speaker","GSMPRO.CL","","draft","a1-gtv-projector-with-official-netflix-licensed-1080p-portable-outdoor-movie-projector-360-iso-lumens-4k-supported-bluetooth-wifi-projector-120-screen-auto-focus-dolby-digital-16w-speaker"
9314607399132,"A100 Wireless Lavalier Microphone Lapel Mic for Camera and Phone W USB C/3.5Mm/Plug, 32Khz 16Bit, Noise Cancellation, 13.5-Hour Battery, Clip on Microphone for Video Podcast Vlog Youtube","GSMPRO.CL","","draft","a100-wireless-lavalier-microphone-lapel-mic-for-camera-and-phone-w-usb-c-3-5mm-plug-32khz-16bit-noise-cancellation-13-5-hour-battery-clip-on-microphone-for-video-podcast-vlog-youtube"
9314772123868,"Abxylute 7"" FHD Cloud Gaming 64GB Consola Portátil","abxylute","Consolas","active","abxylute-7-64gb"
9314570535132,"AC10, AC1200 Mbps MU-MIMO, Beamforming, All-In-One ( Router, Access Point, Range Extender) Modes, Easy to Setup with Mobile App, Dual-Band Wi-Fi 5 Router","GSMPRO.CL","","draft","ac10-ac1200-mbps-mu-mimo-beamforming-all-in-one-router-access-point-range-extender-modes-easy-to-setup-with-mobile-app-dual-band-wi-fi-5-router"
9314578727132,"Access Stainless Steel Soleplate Steam Iron with Retractable Cord, Powerful Steam Diffusion, Auto-Off and Anti-Drip, 1725 Watts, Black Clothes Iron, DW2459","GSMPRO.CL","","draft","access-stainless-steel-soleplate-steam-iron-with-retractable-cord-powerful-steam-diffusion-auto-off-and-anti-drip-1725-watts-black-clothes-iron-dw2459"
9314580594908,"Ace Pro 2 Battery","GSMPRO.CL","","draft","ace-pro-2-battery"
9314580168924,"Ace Pro 2 Carry Case","GSMPRO.CL","","draft","ace-pro-2-carry-case"
9314581020892,"Ace Pro 2 Dual Battery Bundle - 8K Waterproof Action Camera Co-Engineered with Leica, 1/1.3"" Sensor, Dual AI Chip, Leading Low Light, Superior Audio","GSMPRO.CL","","draft","ace-pro-2-dual-battery-bundle-8k-waterproof-action-camera-co-engineered-with-leica-1-1-3-sensor-dual-ai-chip-leading-low-light-superior-audio"
9314580496604,"Ace Pro 2/ Ace Pro Utility Frame","Insta360","","draft","marco-utilitario-insta360-ace-pro-2-pro-metal-vertical-mount"
9314581479644,"Ace Pro 2/ Ace Pro Xplorer Grip Kit, Slate Gray","Insta360","","draft","ace-pro-2-ace-pro-xplorer-grip-kit-slate-gray"
9314579677404,"Ace Pro 2/ Ace Pro/Ace Screen Protector","GSMPRO.CL","","draft","ace-pro-2-ace-pro-ace-screen-protector"
9314579546332,"Ace Pro 2/Ace Pro/Ace Quick Release Cold Shoe","GSMPRO.CL","","draft","ace-pro-2-ace-pro-ace-quick-release-cold-shoe"
9314620899548,"Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmos, Dynamic Head Tracking - Black","GSMPRO.CL","","draft","ace-noise-cancelling-wireless-over-ear-headphones-with-bluetooth-30-hour-battery-life-spatial-audio-dolby-atmos-dynamic-head-tracking-black"
9314579808476,"Ace/Ace Pro Standard Mount","GSMPRO.CL","","draft","ace-ace-pro-standard-mount"
9314625061084,"Acer Chromebook 315 Laptop","Acer","Laptop","active","laptop-acer-chromebook-315"
9314716123356,"Acer Nitro Blaze 8","Acer","Consolas","active","acer-nitro-blaze-8"
9314605695196,"Acer Predator GM7 PCIe 4.0 SSD","Acer","Memorias y Pendrives","active","ssd-acer-predator-gm7"
9314559295708,"Active Noise Cancelling True Wireless Earbuds - Bluetooth 5.3 with ANC - Comfortable Fit with S/M/L Silicon & Memory Foam Earpieces - IPX4 Water Resistant - 28 Hrs Playback - Compact Charging Case","GSMPRO.CL","","draft","active-noise-cancelling-true-wireless-earbuds-bluetooth-5-3-with-anc-comfortable-fit-with-s-m-l-silicon-memory-foam-earpieces-ipx4-water-resistant-28-hrs-playback-compact-charging-case"
9314621554908,"Active Smart Watch 42Mm, AI Fitness Tracker & Sleep Coach, GPS, Amazon Alexa Built-In, Bluetooth, 14-Day Battery, 120+ Sports Modes, Android & Iphone, Petal Pink","GSMPRO.CL","","draft","active-smart-watch-42mm-ai-fitness-tracker-sleep-coach-gps-amazon-alexa-built-in-bluetooth-14-day-battery-120-sports-modes-android-iphone-petal-pink"
9314589540572,"AD-1 US Plug DC Power Adapter Cord for  120W V-Mount LED Video Light Vl-120Bi or VL-120C","GSMPRO.CL","","draft","ad-1-us-plug-dc-power-adapter-cord-for-120w-v-mount-led-video-light-vl-120bi-or-vl-120c"
9314588491996,"AD-2 US Plug DC Power Adapter Cord for  200W V-Mount LED Video Light Vl-200Bi","GSMPRO.CL","","draft","ad-2-us-plug-dc-power-adapter-cord-for-200w-v-mount-led-video-light-vl-200bi"
9314554740956,"AD200 Pro II  Ad200Pro II Flash,One-Tap Sync with X3, Optimized Flash Heads, Bicolor LED Modelling Led,Color Group Indicator, Adjustable from 1/512 to Full Power 1/1(Ad200Pro Upgraded)","GSMPRO.CL","","draft","ad200-pro-ii-ad200pro-ii-flash-one-tap-sync-with-x3-optimized-flash-heads-bicolor-led-modelling-led-color-group-indicator-adjustable-from-1-512-to-full-power-1-1ad200pro-upgraded"
9314738307292,"Adaptador de Disco Sharge M.2 SSD USB C 3.2 Gen2 de 10 Gbps","Amazon","Cables y Adaptadores","active","adaptador-de-disco-sharge-m-2-ssd-usb-c-3-2-gen2-de-10-gbps"
9314608414940,"Adaptador de montaje doble frontal - Xtra Edge","XTRA","","active","xtra-edge-adaptador-montaje-dual-magnetico-chile"
9314679816412,"Adaptador de Nintendo Switch 2 AC","Nintendo","Accesorios Consolas","active","adaptador-de-nintendo-switch-2-ac"
9314816721116,"Adaptador hub metálico - Hub 6 en 1 tipo c (usb - hdmi - rj45) - BASEUS","Baseus","Cables y Adaptadores","draft","baseus-adaptador-hub-metalico-hub-6-en-1"
9314555822300,"Additional Module for  Weather Station","GSMPRO.CL","","draft","additional-module-for-weather-station"
9314826977500,"Aeroactive Cooler 5 - Ventilador para Asus Rog Phone 5","Asus","Accesorios Celulares Gamer","draft","aero-active-cooler-asus-rog-phone-5-ventilador"
9314818425052,"Aeroactive Cooler 6 - Ventilador para Asus Rog Phone 6 - 6 Pro","Asus","Accesorios Celulares Gamer","draft","rog-aura-ay2201-aeroactive-cooler-6"
9314771828956,"AeroActive Cooler 8","GSMPRO.CL","Accesorios Celulares Gamer","draft","aeroactive-cooler-8-ventilador-para-asus-rog-phone-8"
9314577514716,"Afeitadora COREFX Doble Hoja","BabylissPro","Rasuradora","draft","afeitadora-corefx-doble-hoja-copia"
9314577678556,"Afeitadora COREFX Doble Hoja","BabylissPro","Rasuradora","draft","afeitadora-corefx-doble-hoja"
9314567553244,"AI Smart Glasses 4K HD Camera, BT Call, 800W Anti-Shake Camera Glasses with Video Recording Dual Mic, Simultaneous Interpretation/Gpt Identify Objects, 270Mah Smart Glasses（Photochromic 1","GSMPRO.CL","","draft","ai-smart-glasses-4k-hd-camera-bt-call-800w-anti-shake-camera-glasses-with-video-recording-dual-mic-simultaneous-interpretation-gpt-identify-objects-270mah-smart-glasses-photochromic-1"
9314596389084,"Ai-Micro USB Audio Interface,Black","GSMPRO.CL","","draft","ai-micro-usb-audio-interface-black"
9314598551772,"AINOTE Air 2 Bundle – 8.2"" E Ink AI Note-Taking Tablet with Stylus, 4096 Pressure Levels, Digital Notebook with Voice-To-Text Transcription, Multi-Languages Support, Ideal for Meetings & Study","iFLYTEK","","active","ainote-air-2-bundle-8-2-e-ink-ai-note-taking-tablet-with-stylus-4096-pressure-levels-digital-notebook-with-voice-to-text-transcription-multi-languages-support-ideal-for-meetings-study"
9314531246300,"Air 2 Familybot Indoor Security Camera Robot: 2K Pet Camera, Movable Home Robot, Custom Facial Expression, Auto-Recharge, Battery-Operated, 2-Way Talk, Night Vision(Jay Blue)","GSMPRO.CL","","draft","air-2-familybot-indoor-security-camera-robot-2k-pet-camera-movable-home-robot-custom-facial-expression-auto-recharge-battery-operated-2-way-talk-night-visionjay-blue"
9314531082460,"Air 2 plus Familybot 3K Home Camera Robot: Indoor Camera, Movable Robot Companion, 2-Way Video, AI Chat Mode, Auto-Recharge, Long Battery Life, Custom Facial Image, Night Vision","GSMPRO.CL","","draft","air-2-plus-familybot-3k-home-camera-robot-indoor-camera-movable-robot-companion-2-way-video-ai-chat-mode-auto-recharge-long-battery-life-custom-facial-image-night-vision"
9314531344604,"Air 2S Familybot Home Robot Camera: 2.5K Indoor Pet Cam, Movable Robot Camera, 2-Way Video, Auto-Recharge, Long Battery Life, Custom Facial Image, Night Vision","GSMPRO.CL","","draft","air-2s-familybot-home-robot-camera-2-5k-indoor-pet-cam-movable-robot-camera-2-way-video-auto-recharge-long-battery-life-custom-facial-image-night-vision"
9314574401756,"Air 3S (RC-N3), Drone with Camera 4K, Dual-Camera Drone with 1"" CMOS Wide-Angle Camera, 4K/60Fps HDR Video & 14 Stops of Dynamic Range, 45-Min Max Flight Time, 20Km Transmission Range","GSMPRO.CL","","draft","air-3s-rc-n3-drone-with-camera-4k-dual-camera-drone-with-1-cmos-wide-angle-camera-4k-60fps-hdr-video-14-stops-of-dynamic-range-45-min-max-flight-time-20km-transmission-range"
9314567815388,"AIR3 Smart AR Glasses, 1080P Micro-Oled Display, 36° FOV, 150"" Virtual Screen, Built-In Processor, AI Assistant, Portable All-In-One Immersive XR Glasses (Ring NOT Included)","GSMPRO.CL","","draft","air3-smart-ar-glasses-1080p-micro-oled-display-36-fov-150-virtual-screen-built-in-processor-ai-assistant-portable-all-in-one-immersive-xr-glasses-ring-not-included"
9314766422236,"AirPods (2.ª generación)","Apple","Audífonos In Ear","active","airpods-2-ª-generacion"
9314700591324,"AirPods 1ra Generacion","Apple","Audífonos In Ear","active","airpods-1ra-generacion"
9314766356700,"AirPods 3era generación","Apple","Audífonos In Ear","active","airpods-3-ª-generacion"
9314766291164,"Airpods Max","Apple","Audífonos Headset","active","airpods-max"
9314727362780,"Airpods Max (USB-C)","Apple","Audífonos Headset","active","airpods-max-usc-c"
9314761539804,"Airpods Max Reacondicionados","Apple","Audífonos In Ear","active","airpods-max-reacondicionados"
9314689941724,"AirPods Pro 2 con MagSafe (USB-C) - Usado","Apple","Audífonos In Ear","active","airpods-pro-2-con-magsafe-usb-c-copia"
9314817671388,"AirPods Pro 2 con MagSafe USB-C","Apple","Audífonos In Ear","active","apple-airpods-pro-2da-generacion"
9314762522844,"Airpods Pro 2 con Magsafe USB-C Reacondicionado","Apple","Audífonos In Ear","active","airpods-pro-2-con-magsafe-usb-c-reacondicionado"
9314677883100,"Airpods Pro 3","Apple","Audífonos In Ear","active","airpods-pro-3"
9314650194140,"Airs Pro Wireless Bluetooth Earbuds Choices Hi-Fi Stereo Sound with Mic Charging Case Waterproof for Iphone and Xiaomi","GSMPRO.CL","","draft","airs-pro-wireless-bluetooth-earbuds-choices-hi-fi-stereo-sound-with-mic-charging-case-waterproof-for-iphone-and-xiaomi"
9314765111516,"AirTag - 4 paquete","Apple","Smart Home","active","airtag-4-paquete"
9314589835484,"AL06 Handle Grip for Video Light and Power Bank, Universal Handle Power Bank Clamp Holder Mount with 1/4"" Screw, 360° Rotation Handheld Light Tripod for DSLR Camera Camcorder Photography","GSMPRO.CL","","draft","al06-handle-grip-for-video-light-and-power-bank-universal-handle-power-bank-clamp-holder-mount-with-1-4-screw-360-rotation-handheld-light-tripod-for-dslr-camera-camcorder-photography"
9314593702108,"Alisadora Dyson Airstrait™ – Alisadora de Aire Wet-to-Dry","Dyson","Alisadora","draft","dyson-airstrait™-alisadora-de-aire-wet-to-dry"
9314546778332,"Alpha 7 V Full-Frame Hybrid Mirrorless Camera: 30Fps Blackout-Free Shooting, AI Autofocus, 5-Axis In-Body Stabilization (Body Only)","GSMPRO.CL","","draft","alpha-7-v-full-frame-hybrid-mirrorless-camera-30fps-blackout-free-shooting-ai-autofocus-5-axis-in-body-stabilization-body-only"
9314685812956,"Altavoz Bluetooth Retro Bazooka (DRP)","GSMPRO.CL","Otro","active","altavoz-bluetooth-retro-bazooka-drp"
9314684797148,"Altavoz Estilo Cuifati Crystal Bluetooth (DRP)","GSMPRO.CL","Otro","active","altavoz-estilo-cuifati-crystal-bluetooth-drp"
9314685649116,"Altavoz Estilo Hongut Crystal Bluetooth (DRP)","GSMPRO.CL","Otro","active","altavoz-estilo-hongut-crystal-bluetooth-drp"
9314765668572,"Altavoz Inteligente Apple Homepod con Siri (2.ª generación)","Apple","Parlantes","active","homepod-2-ª-generacion"
9314765603036,"Altavoz Inteligente Homepod Mini con Siri","Apple","Parlantes","active","homepod-mini-bocina-inteligente-con-siri"
9314568634588,"Amazfit Active 2 - Reloj inteligente Premium de alta calidad","Amazfit","Relojes","active","smartwatch-amazfit-active-2-gps-zafiro"
9314622144732,"Amazfit Active 2 Sport Smart Watch Fitness Tracker para Android y iPhone, 1.732 pulgadas","Amazfit","Relojes","active","amazfit-active-2-smartwatch-acero-gps-chile"
9314621456604,"Amazfit Active Reloj de 1.65 pulgadas","Amazfit","Smartwatches","active","amazfit-active-smartwatch-ia-llamadas-chile"
9314621259996,"Amazfit Balance 2 - Reloj inteligente AMOLED con pantalla de cristal de zafiro de 1.850","Amazfit","","active","amazfit-balance-2-zafiro-buceo-golf-chile"
9314621063388,"Amazfit Balance Smart Watch de 1.81 pulgadas","Amazfit","","active","amazfit-balance-smartwatch-composicion-corporal-chile"
9314831368412,"Amazfit Band 5 - A2005","Amazfit","Smartwatches","draft","amazfit-band-5-en-global-black-a2005"
9314621948124,"Amazfit Band 7 - Monitor de actividad física, batería de 18 días, Alexa integrado, pantalla AMOLED 1.47 pulgadas","Amazfit","Smartwatches","active","amazfit-band-7-smartwatch-fitness-alexa-chile"
9314793488604,"Amazfit Bip 3 Pro A2171","Amazfit","Smartwatches","draft","amazfit-bip-3-pro-a2171"
9314621849820,"Amazfit Bip 5 - Reloj inteligente de 1.81 pulgadas","Amazfit","Smartwatches","active","amazfit-bip-5-core-smartwatch-acero-chile"
9314621161692,"Amazfit Bip 5 Unity - Reloj inteligente de 1.81 pulgadas","Amazfit","","active","amazfit-bip-5-unity-smartwatch-acero-chile"
9314622275804,"Amazfit Bip 6 - Reloj inteligente de 1.81 pulgadas","Amazfit","","active","amazfit-bip-6-smartwatch-amoled-gps-chile"
9314828976348,"Amazfit GTR 2 - A1952 - Smartwatch","Amazfit","Smartwatches","draft","amazfit-gtr-2-a1952-global"
9314828845276,"Amazfit GTR 2E - Smartwatch","Amazfit","Smartwatches","draft","xiaomi-amazfit-gtr-2e-global"
9314831991004,"Amazfit GTR 42mm - A1910","Amazfit","Smartwatches","draft","xiaomi-amazfit-gtr-42mm-a1910-global"
9314831466716,"Amazfit GTR 47mm - A1902","Amazfit","Smartwatches","draft","amazfit-gtr-47mm-a1902"
